0 0.651578947368 0.696428571429 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.19298245614 1 1 0.10447761194 0 0 1 0 0.0 0.03 1
1 0.280751879699 0.0773214285714 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0 0 0 0.0 0 0 1 0 0.06 0.0 0
1 0.526315789474 0.940535714286 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.0 1 0 0.0 1 0 1 0 0.0 0.0 0
0 0.174135338346 0.0744642857143 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.0964912280702 1 0 0.0 1 0 1 0 0.18 1e-05 0
1 0.40977443609 0.00142857142857 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00140350877193 0 1 0.0149253731343 0 1 0 0 0.28 0.0 1
1 0.134135338346 0.375 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0.0468421052632 1 0 0.0 0 0 1 0 0.05 0.0 1
0 0.587669172932 0.535714285714 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.19298245614 1 1 0.208955223881 0 0 1 0 0.0 0.022 1
1 0.155338345865 0.321428571429 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.00877192982456 0 0 0.0 1 0 1 0 0.0 0.0 0
1 0.288270676692 0.0892857142857 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0614035087719 0 1 0.0298507462687 1 0 1 0 0.36 0.0 0
1 0.437293233083 0.0446428571429 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.486842105263 0 1 0.0149253731343 1 0 1 0 0.176 0.00112 0
